"fact","id"
"an electric motor is  a part of an  electric fan for rotating the vanes   in the fan","4af0-b8cd-15fe-0f8d"
"a wire is a part of an  electrical circuit for conducting electricity","9298-f573-0659-38d2"
"soil is usually part of an  environment","1004-3a8f-3732-df62"
"water is a part of an  environment","9321-c12e-e67d-201b"
"eukaryotes  are a part of the biological domain Eukaryota","7999-11b7-adb4-82ed"
"a retina is part of an  eye for sensing light","b526-c089-192f-6567"
"lenses are a part of  eyeglasses","7567-766c-728b-ee63"
"a flame  are a part of a  fire","bccb-923d-9495-c7af"
"gills  are a part of a  fish used for breathing water","686d-e4be-a123-314f"
"a scale  is a part of a  fish","dc30-f318-31e7-5c0b"
"pollen  is part of a  flower for reproduction","4dcf-7536-2995-3a73"
"skin  is a part of a  frog for breathing; protection; absorbing moisture","58ee-3692-38a4-c3bc"
"fungi  are part of the biological kingdom Fungi","fd2c-c66e-7252-9c71"
"offspring are a part of a  generation","d97c-35a6-227e-6198"
"parents are a part of a  generation","9bdb-b605-9a16-135a"
"a leaf  is a part of a   green plant","ecf3-617e-32df-416b"
"a string is a part of a  guitar for producing sound","f0bc-89f4-573b-edfe"
"a finger  is a part of a  hand","e3cb-84d0-f086-f8b8"
"the eyes  are part of the  head used for seeing","2173-1dd1-fdbb-cf94"
"a mane is a part of a  horse","3363-8e75-3412-4de0"
"a window  is a part of a  house","cbf9-c0cb-677f-ddce"
"white blood cells  are a part of the  immune system","b91b-e9f6-099b-f79b"
"a beach is usually part of an  island","713f-c921-0aa1-83b1"
"instructions  are a part of  kits","b92a-e5e4-b486-4375"
"spots  are a part of a  lady bug","57af-885f-6ff9-f123"
"a light bulb is a part of a   lamp","7632-c932-9c6d-27f0"
"an egg  is part of a  life cycle","583d-877a-1357-8d64"
"fur is usually part of a  mammal","32f6-7c3e-e2cd-2bd0"
"a surface is a part of a  material","1676-0dc7-3e9b-615a"
"the pupa stage is often a part of  metamorphosis","2758-c4dd-6be1-52ca"
"fur is a part of a  monkey","8a86-fa7b-a229-2953"
"a mountain top is a part of a  mountain","3c27-844b-912b-1725"
"fur is a part of a  mouse","9f96-8d81-abd0-2bc1"
"muscle cells are a part of  muscles","09b1-d7da-1e41-3064"
"the atmosphere  is a part of  nature; the environment","2f7f-0fc8-1863-e47e"
"a handle is a part of an  object for holding that object","977f-e85c-57e4-6900"
"a surface  is a part of an  object","eb92-b0cd-c257-9bcf"
"the day time  is part of  one day","4a85-2fef-539d-2162"
"the night time  is part of  one day","3e94-319d-1ebd-7f62"
"oxygen  is a part of many organic molecules","758a-8972-5da6-e89a"
"arms are a part of a  person's body for manipulating objects","31c9-367f-4e89-4086"
"a key is a part of a  piano","a887-85b8-05c7-c5e8"
"a needle is a part of a  pine tree","fa53-580c-737e-18b6"
"a flower  is a part of a  plant for attracting pollinators; producing seeds","d42a-e547-fdf9-9c35"
"a seed  is a part of a  plant","9e7f-c460-d954-2617"
"a stem is often a part of  plant","5740-86a7-4529-25cd"
"a cell wall  is a part of a  plant cell for supporting and protecting the cell membrane","6c0f-ee50-8f2c-401e"
"chloroplast is a part of a  plant cell","f1b0-1ed6-289e-c065"
"fruit  is a part of a  plant; tree","e5ad-f4c8-aca4-466f"
"roots  are a part of a  plant; tree","6cdd-9626-9859-7279"
"plants  are part of the bilogical kingdom Plantae","e82a-92a7-2446-5fde"
"a thorn is a part of some plants","4da2-ef1d-0184-bd32"
"a claw sometimes is a part of a  predator","59ba-92bd-94af-92fd"
"long ears are a part of a  rabbit","ad4a-8ca1-6b50-8927"
"fertilization is a part of  reproduction","0c20-6fdf-dcef-e1a9"
"gamete developement is a part of  reproduction","ee3b-5f5a-de5a-8ce8"
"observations; data are a part of the  results of an experiment","818d-dd35-8a71-3881"
"wheels  are a part of  roller skates","0b44-5bde-7e62-3b5c"
"a rough surface  is a part of  sandpaper","a67b-fecc-2c14-cefb"
"blubber is often a part of  sea mammals for keeping warm by providing thermal insulation","e069-66e7-52de-03e7"
"flippers  are a part of a   sea turtle","0149-ae3f-4139-1e0b"
"length  is a part of  size","21f2-7587-e5e3-e55c"
"hair; fur is  a part of  skin for protection; keeping warm","c72d-59a5-2ef3-0271"
"a shell is a part of a   snail for protecting the snail","e4da-e98f-0e23-2742"
"bacteria is a part of  soil","a696-287a-78cf-6b8a"
"moons; comets; planets  are part of the  solar system","9747-3781-d795-3ce2"
"a foot is a part of  some animals for walking","25f9-09c2-3469-a2f8"
"metamorphosis is a part of  some animals' life cycles","8075-e3d0-63d5-cd16"
"whiskers are a part of  some fish for feeling","28be-f4f5-1057-562f"
"a tail is a part of a   sperm cell","a910-a3e8-14fa-3f15"
"a burner is a part of a   stove","7871-bd79-e7cc-a799"
"tinted lenses are a part of  sunglasses for protecting the eyes by reflecting light","a33f-4863-f3b8-8871"
"a lens is a part of a  telescope","70de-f5de-18c7-7030"
"objects in an environment  are a part of  that environment","a25b-83dd-c184-0d1b"
"an organism's shelter is a part of  that organism's environment","d883-1167-2927-a7f7"
"paramecia  are a part of  the biological kingdom Protista","9122-b581-6f32-12ca"
"the bladder  is a part of  the body","adb5-e834-4444-5e67"
"the blood vessels  are a part of  the body","655d-4ced-368b-5069"
"bone cells are a part of  the body","c049-ad89-f8b6-65d5"
"internal organs are a part of  the body","07a1-a8a2-97ac-1866"
"the nervous system is a part of  the body     of an animal","356b-17e1-59ba-230b"
"a wrist is a part of  the body","ac78-13ef-41eb-82ab"
"a body system  is a part of  the body; an animal","9d58-09eb-11bc-2be6"
"decomposition is a part of  the carbon cycle","b087-89c4-9efa-b26e"
"oxygen is a part of  the carbon dioxide-oxygen cycle","89d3-eb72-c42e-6f2f"
"the heart is a part of  the circulatory system","aac5-9b7d-012e-9bac"
"the colon  is a part of  the digestive system","7ae6-a693-1563-5bac"
"the liver  is a part of  the digestive system","3bf2-b31e-b15c-fd05"
"the pancreas  is a part of  the digestive system","3b6f-b409-0853-c5e6"
"the small intestine is a part of  the digestive system","f653-454d-6b95-5714"
"visible light  is a part of  the electromagnetic spectrum","bd09-e479-fdad-f2de"
"the hypothalamus gland  is a part of  the endocrine system","98b8-98a2-26ca-8eff"
"the pituitary gland  is a part of  the endocrine system","d164-2e0c-6029-a129"
"the thyroid gland  is a part of  the endocrine system","4f30-5c33-289c-cb13"
"air  is a part of  the environment","c1ee-6fac-7007-b120"
"soil is a part of  the ground     outside","004d-1843-0f4a-8ad4"
"the skin  is a part of  the integumentary system","1d47-e53f-f83b-45a8"
"adulthood is a part of  the life cycle","e222-9ed6-45d6-12f7"
"growth is a part of  the life cycle","a451-883b-ec76-d0b3"
"the continental shelf is a part of  the ocean","6a9b-a68f-335c-2a51"
"the diaphragm  is a part of  the respiratory system","4304-de86-44cb-bd22"
"the lungs are a part of  the respiratory system","abc0-1f2b-3484-cf27"
"the mouth  is a part of  the respiratory system","c441-c5a7-5f2c-23b1"
"the nose  is a part of  the respiratory system","30a3-5bb3-b571-89ec"
"coal sometimes is a part of  the rock cycle","3f37-e32e-cf89-8948"
"the skeleton is a part of  the skeletal system","290b-dd26-b289-0cff"
"the high tide is a part of  the tide cycle","5328-5998-909d-d64b"
"the low tide is a part of  the tide cycle","b215-d7ed-9939-404a"
"condensation is a part of  the water cycle","8e2a-2018-51f0-ae84"
"evaporation is a part of  the water cycle","7cc2-cadd-f58b-76b6"
"precipitation is a part of  the water cycle","39c2-2c6c-9bd6-4d50"
"winter  is a part of  the year","1868-6ec4-8e36-8c79"
"bark is a part of a  tree","555d-d839-0a6b-4a52"
"a leaf is a part of a  tree","7f97-3a19-456e-8fdc"
"a trunk  is a part of a  tree for supporting the tree","a036-70b7-7cb6-d950"
"gills  are a part of  trout","ce79-c43f-0cd5-ed36"
"a shell is a part of a   turtle for protecting the turtle","7a5a-d5b3-8af9-29c1"
"a backbone is a part of a  vertebrate animal","ed5f-9928-2947-21bc"
"a stinger is a part of a  wasp","8f77-75b9-8616-35c0"
"a seashell is sometimes a part of a  water animal","ed93-78bd-8d20-1b58"
"a piece  is a part of a  whole","18b6-e242-49e7-e95b"
"down  is part of a  young bird","56e3-240f-2f97-378b"
"eyes are usually part of  an animal for seeing","e0eb-f67a-6f99-b25b"
"spots are a part of some organisms","71c6-b4b2-2396-a2d9"
"wings are a part of some insects","17ba-a6c1-1253-47de"
"a branch is a part of a  tree","f691-575e-e12f-47ac"
"a solvent is a part of a  solution","7c12-75e1-a8e3-d2c8"
"a  solute is a part of a  solution","bf73-0bde-4075-76fe"
"a corn kernel is a part of a   corn","fae2-793f-a03f-992d"
"hair is often a part of  an animal","0012-cca4-0b5a-01ba"
"a needle is a part of  conifer trees","000d-f94c-b775-2cf9"
"genetics is a part of  biology","4460-67d9-998d-4d22"
"the outer electron shell is a part of  the electron configuration","b0ff-5ab7-5fee-6cd1"
"the body is a part of  an organism","b1f1-7ccd-7fb4-5fa6"
"a cardboard cone is a part of  a radio speaker","a6af-e81f-4107-b0d5"
"microwave is a part of  the electromagnetic spectrum","3caa-30ec-fdf2-990f"
"a convex lens is a part of  telescope","5f32-68dd-7dbc-34b6"
"a halo is a part of  a galaxy","6700-1965-7952-abf5"
"greenhouse gases are a part of  the atmosphere","7d84-2263-9ae5-822c"
"oceans are a part of  the hydrosphere     on earth","f608-e2e9-5ab0-265f"
"plants are a part of  the environment","83cb-1e27-da4d-fe7e"
"afternoon is a part of  day time","c942-f3dd-689d-caf7"
"mountainside is a part of  valley","2ce3-f3dd-fe12-8c75"
"a gasoline engine is  a part of  gasoline lawn mower","2340-dde0-4132-fccc"
"a car engine is a part of  a car","e625-b411-690a-92ec"
"heating elements are usually a part of  an oven","3bf4-ed34-1596-1223"
"a hemisphere is a part of  Earth","e69e-2f0a-37ff-2268"
"electrons are a part of  an atom","fd2a-39da-a450-4757"
"neutrons are a part of  the nucleus","8b86-da39-ae3f-0e2d"
"nucleus is a part of  an atom","468a-99e3-ec47-c293"
"vegetation is  a part of  the biosphere","8d32-697b-0f5e-9428"
"soil is  a part of  the lithosphere","e269-a84d-abad-87b5"
"fossil fuel is  a part of  the lithosphere","66c6-7f39-f5b3-2037"
"moving water on earth is  a part of  water cycle","fc5f-2782-f40d-59a5"
"the sides of the slope are a part of  the slope","c6f0-d83a-e599-9d3d"
"rock is a part of  the landform","80e5-695c-ec60-ab38"
"anatomy is  a part of  biology","1429-e489-e3d4-af65"
"how Earth's environment changed is a part of  the history of Earth's environment","13d8-6a97-871c-bbad"
"a slope is a part of  a mountain; hill","0048-8141-197d-cf0c"
"erosion is  a part of  geological process","2451-1024-b731-dcbd"
"deposition is  a part of  geological process","5a6c-0661-2bd6-0072"
"the formation of metamorphic rock is a part of  the formation stage     in the rock cycle","1f48-2648-32b3-a82e"
"a capsule is a part of  a bacterium","eb83-62bf-8bbf-f240"
"an endospore is  a part of  a bacterium","7e42-b991-545e-a85d"
"a pili is a part of  a bacterium","bb2a-e90d-6b1f-8855"
"a smooth surface is a part of  a sheet of paper","361e-8f98-2bbd-088c"
"a characteristic is a part of  the whole","9d6d-0971-e07f-1cf1"
"to a  human a air; environment temperature of -450 F to 32 F is considered very cold","1cda-9709-e82c-ee90"
"to a  human a air; environment temperature of 32 F to 50 F is considered  cold","6532-8ea6-ce14-1b62"
"to a  human a air; environment temperature of 50 F to 70 F is considered  cool","c9fe-e5b5-e32d-cebc"
"to a  human a air; environment temperature of 70 F to 82 F is considered  warm","a08d-a122-dacd-1674"
"to a  human a air; environment temperature of 82 F to 95 F is considered  hot","8eef-38db-1a56-c0fa"
"to a  human a air; environment temperature of 95 F to 50000000 F is considered very hot","fb09-6743-01f0-4330"
"to a  human a air; environment temperature of -273 C to 0 C is considered very cold","1d2c-1a6b-4fa3-cea4"
"to a  human a air; environment temperature of 0 C to 10 C is considered  cold","2781-0c31-743d-6a09"
"to a  human a air; environment temperature of 10 C to 21 C is considered  cool","c082-b3c8-965b-c5ab"
"to a  human a air; environment temperature of 21 C to 28 C is considered  warm","0a57-0832-1b47-30d7"
"to a  human a air; environment temperature of 28 C to 35 C is considered  hot","a282-4420-bd3d-7094"
"to a  human a air; environment temperature of 35 C to 50000000 C is considered very hot","0626-3118-0b06-1fe0"
"to a human a  time period of 10 years or more years is considered very long","be13-bf76-e305-5a60"
"to a  human a  time period of 1 century; generation to many centuries; generations is considered very long","2eed-86dd-856b-fa5e"
"some  birds are  predators","d9e0-5f0a-e26c-d0e8"
"carnivores; omnivores are  predators","c25b-67c9-2d33-9116"
"sometimes  nonnative species have no natural predators","f89a-824b-a078-c434"
"a bobcat is a  predator","0e83-1942-0506-1af7"
"a panther is a  predator","be97-da2e-530b-1fb1"
"an owl is a  predator","dd1a-cc85-5cb1-8231"
"an hawk is a  predator","9e97-0132-766f-3fce"
"an eagle is a  predator","2f70-e879-010f-6d6c"
"a fish is a  predator","ea10-7d00-fb84-ce22"
"a deer is a  prey","e469-95d3-ccc1-5fcb"
"a rabbit is a  prey","c66e-8c21-db5a-93d8"
"an insect is a  prey","0642-7bf6-88c7-e52a"
"a hare is a  prey","e89c-5d60-799d-82b4"
"The food chain process   has the role of  decomposer","c8fd-47b2-51a8-da2f"
"In the food chain process an animal has the role of  consumer which eats producers;other animals for food","a4f8-5748-0846-cb45"
"In the food chain process a  green plant has the role of  producer; primary producer","e4b0-75b1-e5ea-4189"
"In the food chain process  bacteria have the role of decomposer","aa86-c090-3f89-1a5d"
"In the food chain process  fungi have the role of decomposer","7435-65b5-4a59-89b4"
"In the food chain process  herbivores have the role of primary consumer which eats producers for food","18e1-c8ad-e980-2db1"
"In the erosion process  roots of plants are an inhibitor","d54f-e502-fa51-788d"
"In the cellular respiration; animal respiration process  carbon dioxide is a waste product","3f31-824e-6866-4db7"
"In the photosynthesis process  carbon dioxide; water; sunlight has the role of  raw material","93b8-fdb5-f003-dedb"
"In the food chain process some types of plankton have the role of producer","d9fb-1dc4-4305-980c"
"In the photosynthesis process  oxygen has the role of  waste product","3a09-0c0a-bfcf-b959"
"In the tree reproduction process a squirrel has the role of  seed disperser","e6a9-507a-d37b-db63"
"In an ecosystem  a producer has the role of producing sugar","258e-f730-4c7a-fdc0"
"In a communication system a radio station tower has the role of transmitter","1a74-bb66-c5c5-a504"
"In the construction of a building   excavation has the role of hollowing out the ground    for the foundation","0384-9720-0af9-1bb7"
"In a chemical reaction   reactants have the role of molecules; substances that chemically combine","79c6-4b5f-90c7-075b"
"In the cellular respiration process  heat is a by-product        in animals","c96d-cca7-312a-be2c"
"In the water cycle  the glaciers have the role of storing fresh water","b980-a7e5-aa67-f64f"
"In the  water cycle  the sun has the role of causing evaporation","4907-4612-ac7a-9987"
"In the water cycle , condensation   always follows evaporation","aa84-bb78-229c-56c9"
"In the water cycle , precipitation   can follow condensation","2df9-c88b-a3b4-7936"
"In the water cycle , transportation   can follow condensation","5af9-2ef7-b141-d948"
"In the water cycle , precipitation   always follows transportation","41a8-c20f-6ff1-a2b9"
"In the water cycle , runoff   can follow precipitation","dfe1-50ba-6bba-7f0f"
"In the water cycle , collection of snow; collection of ice   can follow precipitation","bd6e-6a5f-3a13-2daf"
"In the water cycle , melting snow; melting ice   always follows collection as snow; collection as ice","dbff-c842-f2de-ef55"
